1 25.75 25.61 25.68
2 25.34 25.25 25.3
3 25.12 25.1 25.11
4 25.02 24.88 24.95
5 24.74 24.78 24.76
6 24.53 24.66 24.6
7 24.46 24.6 24.53
8 24.5 24.33 24.42
9 24.24 24.32 24.28
10 24.16 24.29 24.23
11 24.13 24.19 24.16
12 24.05 24.16 24.11
13 23.89 24.19 24.04
14 23.9 24.17 24.04
15 23.92 24.12 24.02
16 23.9 24.03 23.97
17 23.93 24.0 23.97
18 23.81 23.98 23.9
19 23.69 23.92 23.81
20 23.74 23.89 23.82
