0 22.3 27.38  27.38
1 20.9 26.454 26.45
2 20.3 26.051 26.05
3 19.9 25.812 25.81
4 19.6 25.623 25.62
5 19.4 25.524 25.52
6 19.2 25.419 25.41
7 19.1 25.336 25.33
8 19.0 25.271 25.27
