0  301 843 1621 1417 1590 1863 1611 1735 1372.63 301 876 1548 1432 1598 1759 1619 1748 1360.13
1  312 841 1556 1421 1615 1800 1609 1745 1362.38 294 840 1548 1436 1627 1785 1600 1840 1371.25
2  299 846 1585 1489 1695 1773 1613 1740 1380.0  297 868 1544 1430 1595 1802 1608 1747 1361.38
3  298 845 1573 1433 1613 1799 1664 1739 1370.5  297 869 1615 1459 1645 1792 1596 1733 1375.75
4  297 885 1579 1449 1665 1797 1706 1764 1392.75 313 850 1591 1457 1612 1786 1628 1967 1400.5
5  302 864 1591 1469 1632 1802 1673 1765 1387.25 300 864 1625 1515 1633 1795 1719 1789 1405.0
6  296 888 1618 1484 1791 1875 1663 1799 1426.75 321 871 1616 1501 1648 1904 1741 1794 1424.5
7  331 887 1738 1585 1922 1858 1692 1997 1501.25 339 881 1675 1497 1715 1859 1691 1833 1436.25
8  319 884 1659 1564 1743 1910 1853 1869 1475.13 322 904 1674 1537 1729 1953 1726 1861 1463.25
